TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
model.UMCarroJa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,46,0.3,2,76,1221,63201,1575733228014,0.6610169491525424,1111110000100001111111111111111111111111111111111111111110001111110111000110001111111100010001000100000110001110001010,0.8709677419354839,1111111111111111111111111110000,1.0,111111111111111111111111111111111111,0,0,23,4,0.35,11100011111111111110000000000000000000000000000000000000001111111111110000000000,0.3225806451612903,11011001001011011001001001001001001001001000100100000000000000,1.0,11111111111111111111111111111,0.5517241379310345,10011111111110110011100000000,0.8709677419354839,1111111111111111111111111110000
